event_id,timestamp,asset_type,user_id,action_type,resource_type,auth_status,failed_auth_attempts_past_10min,ip_address,geo_lat,geo_long,geo_dist_from_baseline_km,farm_lat,farm_long,device_type,device_os,soil_moisture_percent,soil_temp_c,humidity_percent,weather_consistency_score,irrigation_water_volume_liters,sensor_reading_variance,config_change_flag,sensor_signal_strength,anomaly_score,reason
EVT_13230,2026-01-30 03:11,irrigation_controller,FARMER_054,config_change,irrigation_config,success,1,65.89.76.226,8.0582,94.94852,4.66,8.01658,94.94386,PC,linux,37.93,27.4,53.95,98.16,1395.8,22.08,0,83.2,31.66,Normal agricultural operation
EVT_13231,2026-01-24 20:52,irrigation_controller,FARMER_014,update,irrigation_config,success,1,89.89.36.134,33.46012,82.12796,3.19,33.46228,82.09372,laptop,windows,53.15,6.28,70.06,94.24,1745.05,19.43,0,91.68,30.35,Normal agricultural operation
EVT_13232,2026-01-22 07:20,weather_station,FARMER_108,read,sensor_data,success,1,57.151.51.196,32.94125,87.38042,2.28,32.92943,87.40036,phone,android,44.43,36.85,82.37,71.78,1614.62,15.72,0,89.74,32.03,Normal agricultural operation
EVT_13233,2026-01-21 13:57,gateway,FARMER_068,login,auth_session,success,0,175.233.70.54,13.88089,79.45675,5.26,13.92352,79.47779,phone,ios,45.18,27.77,78.24,71.72,1453.79,6.57,0,69.8,31.03,Normal agricultural operation
EVT_13234,2026-02-09 14:52,irrigation_controller,FARMER_053,update,irrigation_config,success,1,122.162.99.197,24.31331,94.00793,4.75,24.27968,94.03686,PC,linux,27.75,19.09,59.21,91.06,1194.46,9.94,0,100.0,38.35,Normal agricultural operation
EVT_13235,2026-01-28 19:40,irrigation_controller,FARMER_067,config_change,irrigation_config,success,0,97.210.164.210,20.41962,93.61491,1.92,20.40292,93.61009,phone,android,24.01,38.67,89.36,68.32,1653.35,26.1,0,64.38,14.48,Normal agricultural operation
EVT_13236,2026-01-06 10:42,irrigation_controller,FARMER_109,config_change,irrigation_config,success,1,192.124.1.80,10.36295,76.06407,5.46,10.31397,76.06123,laptop,linux,62.09,52.22,57.86,86.82,2149.9,20.88,0,79.2,47.45,Normal agricultural operation
EVT_13237,2026-01-03 07:46,irrigation_controller,FARMER_069,update,irrigation_config,success,0,24.131.72.19,20.6805,74.51079,2.77,20.7049,74.51622,phone,android,32.33,27.67,72.31,84.53,1722.63,18.34,0,66.54,42.59,Normal agricultural operation
EVT_13238,2026-02-02 10:40,irrigation_controller,FARMER_092,config_change,irrigation_config,success,1,164.41.116.113,13.48049,76.04934,5.01,13.51606,76.07781,phone,android,36.78,19.3,56.37,78.98,1446.01,10.84,0,63.59,20.09,Normal agricultural operation
EVT_13239,2026-02-01 17:16,weather_station,FARMER_079,read,sensor_data,success,1,155.10.97.9,32.90279,87.42257,3.62,32.92943,87.40036,phone,android,59.27,41.57,53.86,72.91,1050.26,34.68,0,100.0,7.77,Normal agricultural operation
EVT_13240,2026-01-12 01:48,weather_station,FARMER_042,read,sensor_data,success,0,63.102.252.87,23.97893,92.29422,5.47,23.95943,92.2448,phone,android,31.06,39.07,59.14,99.38,1018.94,22.12,0,43.51,23.28,Normal agricultural operation
EVT_13241,2026-01-19 15:57,weather_station,FARMER_029,read,sensor_data,success,0,149.145.117.12,20.25112,90.3542,3.72,20.2837,90.36246,laptop,linux,46.71,23.18,47.59,100.0,2010.9,6.9,0,45.26,32.09,Normal agricultural operation
EVT_13242,2026-01-22 23:54,irrigation_controller,FARMER_027,config_change,irrigation_config,success,0,217.40.86.134,36.91445,93.00261,4.65,36.88752,92.96261,phone,ios,30.0,12.61,65.65,87.26,776.31,24.33,0,50.76,65.0,Normal agricultural operation
EVT_13243,2026-02-04 04:57,gateway,FARMER_029,login,auth_session,success,0,197.55.141.95,20.30585,90.41104,5.63,20.2837,90.36246,phone,android,51.99,24.56,39.32,70.32,1211.57,24.64,0,75.94,41.52,Normal agricultural operation
EVT_13244,2026-01-29 01:30,gateway,FARMER_101,config_change,device_config,success,1,209.199.51.207,13.52844,76.05319,3.0,13.51606,76.07781,PC,linux,40.38,16.15,54.04,90.74,875.66,9.64,0,69.2,13.31,Normal agricultural operation
EVT_13245,2026-01-10 00:18,gateway,FARMER_059,login,auth_session,success,0,107.134.198.73,10.04682,94.21008,5.33,10.0588,94.25718,PC,linux,36.27,26.65,56.05,82.61,1619.63,0.0,0,74.8,26.72,Normal agricultural operation
EVT_13246,2026-01-08 23:23,gateway,FARMER_107,login,auth_session,success,1,152.100.7.181,36.10896,89.71522,2.82,36.09257,89.69129,phone,ios,45.1,16.87,75.54,67.73,284.96,13.06,0,45.2,34.36,Normal agricultural operation
EVT_13247,2026-01-03 20:18,weather_station,FARMER_082,read,sensor_data,success,0,174.54.125.31,33.48831,69.6993,1.9,33.48293,69.67983,phone,ios,50.14,7.94,86.49,48.47,563.06,4.45,0,63.01,38.04,Normal agricultural operation
EVT_13248,2026-01-13 21:29,irrigation_controller,FARMER_083,config_change,irrigation_config,success,1,29.207.146.218,20.12664,95.09156,3.77,20.15752,95.10648,laptop,windows,39.54,28.62,67.4,66.75,1354.98,4.48,0,87.99,19.22,Normal agricultural operation
EVT_13249,2026-02-14 10:52,soil_sensor,FARMER_061,read,sensor_data,success,0,99.92.133.93,10.46954,73.61236,511.77,16.6549,72.43234,laptop,linux,95.0,5.0,18.0,38.2,1580.2,72.58,1,13.37,83.12,Unusual geographic access; Sensor spoofing or instability; Unauthorized configuration change
EVT_13250,2026-01-18 09:29,irrigation_controller,FARMER_022,config_change,irrigation_config,success,1,143.100.71.154,8.32435,83.5414,3.51,8.33295,83.57214,laptop,linux,52.82,41.65,75.37,70.27,1320.24,3.0,0,90.2,33.38,Normal agricultural operation
EVT_13251,2026-01-29 05:28,weather_station,FARMER_070,read,sensor_data,success,0,41.223.254.85,27.24695,71.33969,1.23,27.23827,71.34743,phone,android,33.91,39.97,72.94,88.2,1591.59,22.58,0,72.69,26.39,Normal agricultural operation
EVT_13252,2026-02-11 11:43,irrigation_controller,FARMER_045,update,irrigation_config,success,0,59.109.156.249,24.13863,76.59053,2.77,24.11728,76.60453,laptop,windows,35.4,46.5,53.11,96.06,1606.23,15.25,0,100.0,21.75,Normal agricultural operation
EVT_13253,2026-01-27 11:31,gateway,FARMER_049,config_change,device_config,success,0,87.247.164.174,33.82809,85.99924,3.6,33.81833,85.96206,phone,ios,52.42,17.85,74.21,67.41,913.27,6.41,0,59.84,38.12,Normal agricultural operation
EVT_13254,2026-01-23 19:15,irrigation_controller,FARMER_086,update,irrigation_config,success,0,74.13.242.10,23.50891,83.98689,5.16,23.55061,84.00918,laptop,linux,54.42,27.51,49.49,100.0,1510.74,15.32,0,86.05,44.29,Normal agricultural operation
EVT_13255,2026-01-19 18:59,gateway,FARMER_059,config_change,device_config,success,1,16.219.114.253,11.11486,85.50731,3.77,11.10404,85.54006,phone,android,42.83,25.97,43.9,67.45,1766.18,7.54,0,61.92,45.09,Normal agricultural operation
EVT_13256,2026-01-14 17:31,gateway,FARMER_063,config_change,device_config,failure,13,163.11.158.3,26.02901,94.30112,218.81,21.19524,96.86726,PC,linux,0.0,5.0,18.0,32.21,10930.92,51.77,0,34.85,77.76,Unusual geographic access; Multiple failed login attempts; Sensor spoofing or instability; Abnormal irrigation behavior
EVT_13257,2026-02-12 13:53,gateway,FARMER_049,login,auth_session,success,0,62.223.94.212,33.85431,85.94334,4.36,33.81833,85.96206,PC,linux,69.52,20.23,47.56,100.0,1076.73,6.96,0,75.16,41.89,Normal agricultural operation
EVT_13258,2026-01-01 19:59,soil_sensor,FARMER_074,read,sensor_data,success,0,92.132.19.167,32.40187,68.94341,4.69,32.44271,68.93091,laptop,linux,34.24,26.53,67.02,99.0,1893.29,14.99,0,67.04,29.03,Normal agricultural operation
EVT_13259,2026-02-02 01:12,irrigation_controller,FARMER_101,update,irrigation_config,success,0,115.9.90.175,13.47594,76.1241,6.7,13.51606,76.07781,phone,ios,54.88,27.96,57.3,90.08,2840.13,16.8,0,84.47,43.57,Normal agricultural operation
EVT_13260,2026-01-10 18:20,soil_sensor,FARMER_067,read,sensor_data,success,0,186.189.154.49,20.24767,82.63069,2.89,20.23573,82.6553,phone,ios,29.7,20.37,54.19,74.6,1670.42,3.49,0,31.99,38.71,Normal agricultural operation
EVT_13261,2026-01-24 19:13,gateway,FARMER_015,config_change,device_config,success,1,184.204.178.173,20.36592,93.62131,4.28,20.40292,93.61009,PC,windows,47.48,45.04,63.3,86.18,1165.34,22.32,0,71.36,36.61,Normal agricultural operation
EVT_13262,2026-02-03 14:27,weather_station,FARMER_067,read,sensor_data,success,0,163.0.119.51,20.45076,93.58731,5.83,20.40292,93.61009,PC,windows,35.02,15.1,67.02,58.43,1735.5,8.14,0,70.29,27.66,Normal agricultural operation
EVT_13263,2026-01-29 15:31,irrigation_controller,FARMER_047,config_change,irrigation_config,success,0,119.217.73.133,35.76209,70.82272,1.65,35.75918,70.80477,PC,linux,39.64,37.0,73.34,100.0,1907.61,8.18,0,100.0,29.04,Normal agricultural operation
EVT_13264,2026-01-11 01:38,irrigation_controller,FARMER_022,update,irrigation_config,success,0,55.223.223.109,36.07134,89.6928,2.36,36.09257,89.69129,laptop,windows,37.58,26.68,47.64,83.11,1898.28,1.31,0,62.99,35.89,Normal agricultural operation
EVT_13265,2026-01-06 14:15,soil_sensor,FARMER_011,read,sensor_data,success,0,216.244.180.124,21.74768,93.29313,4.02,21.78319,93.30056,PC,windows,40.8,22.04,53.54,71.61,1879.68,8.77,0,74.51,64.28,Normal agricultural operation
EVT_13266,2026-01-17 10:27,weather_station,FARMER_049,read,sensor_data,success,0,102.108.4.138,33.77201,85.9644,5.16,33.81833,85.96206,PC,windows,31.48,12.45,29.03,87.86,1601.49,6.09,0,45.73,38.61,Normal agricultural operation
EVT_13267,2026-01-17 20:44,gateway,FARMER_028,config_change,device_config,success,1,76.67.112.147,15.25578,92.97893,1.27,15.24439,92.97912,phone,android,48.62,24.57,72.54,86.92,1551.47,22.25,0,44.5,27.67,Normal agricultural operation
EVT_13268,2026-02-14 19:22,gateway,FARMER_074,login,auth_session,success,1,116.221.97.201,33.80683,85.93359,2.92,33.81833,85.96206,PC,windows,80.59,36.01,33.25,100.0,1604.9,12.1,0,33.11,25.01,Normal agricultural operation
EVT_13269,2026-02-03 10:49,irrigation_controller,FARMER_007,config_change,irrigation_config,success,0,161.136.237.46,27.51574,68.83593,910.62,17.80448,74.3863,PC,windows,56.44,21.61,47.31,71.63,9722.15,19.49,1,54.73,90.13,Unusual geographic access; Abnormal irrigation behavior; Unauthorized configuration change
EVT_13270,2026-01-02 20:20,irrigation_controller,FARMER_038,update,irrigation_config,success,0,29.67.122.112,8.7769,83.83228,3.29,8.76954,83.8033,phone,ios,35.39,34.87,69.38,67.65,526.68,13.94,0,61.54,29.1,Normal agricultural operation
EVT_13271,2026-01-25 19:46,irrigation_controller,FARMER_032,config_change,irrigation_config,success,0,24.148.95.23,32.96712,87.37588,4.77,32.92943,87.40036,phone,ios,58.6,36.72,68.31,100.0,704.02,8.58,0,81.07,61.13,Normal agricultural operation
EVT_13272,2026-01-22 02:03,irrigation_controller,FARMER_057,config_change,irrigation_config,success,1,197.148.78.159,20.31965,89.19498,6.1,20.271,89.168,PC,windows,80.42,19.5,61.66,61.17,1069.13,0.0,0,89.1,30.21,Normal agricultural operation
EVT_13273,2026-02-05 11:39,weather_station,FARMER_104,read,sensor_data,success,1,180.165.238.45,25.22581,71.47197,3.39,25.25602,71.47671,phone,android,45.57,42.59,61.27,83.1,1475.8,4.79,0,69.86,45.88,Normal agricultural operation
EVT_13274,2026-02-01 17:25,gateway,FARMER_070,transmit,sensor_data,success,1,189.100.22.192,11.08477,85.54351,2.18,11.10404,85.54006,PC,linux,34.1,25.18,46.7,74.05,1035.37,14.25,0,90.51,30.49,Normal agricultural operation
EVT_13275,2026-01-31 13:17,irrigation_controller,FARMER_074,update,irrigation_config,success,0,206.69.222.245,32.42352,68.94781,2.66,32.44271,68.93091,phone,ios,56.49,24.4,68.98,65.54,955.35,20.04,0,76.11,38.13,Normal agricultural operation
EVT_13276,2026-01-20 07:15,weather_station,FARMER_057,read,sensor_data,success,1,41.90.202.254,20.30743,89.17459,4.11,20.271,89.168,PC,windows,46.94,44.35,72.68,75.76,2629.43,27.28,0,67.04,44.5,Normal agricultural operation
EVT_13277,2026-01-19 13:48,soil_sensor,FARMER_095,read,sensor_data,success,1,34.233.116.233,17.79873,74.39516,1.14,17.80448,74.3863,PC,windows,53.02,29.94,64.22,76.89,2542.86,13.57,0,81.02,28.14,Normal agricultural operation
EVT_13278,2026-01-07 13:13,gateway,FARMER_108,config_change,device_config,success,0,202.233.245.183,32.96066,87.35902,5.19,32.92943,87.40036,laptop,windows,16.75,34.33,53.21,73.04,1479.6,5.88,0,92.74,27.31,Normal agricultural operation
EVT_13279,2026-01-12 17:37,gateway,FARMER_101,login,auth_session,failure,0,33.255.35.23,23.58335,83.98794,4.24,23.55061,84.00918,phone,ios,41.77,19.74,64.3,75.88,1213.89,14.89,0,66.82,54.91,Normal agricultural operation
EVT_13280,2026-01-27 22:09,gateway,FARMER_076,config_change,device_config,success,0,208.93.201.8,28.47313,76.3922,4.51,28.43258,76.39225,PC,linux,27.85,31.41,83.79,79.42,1340.67,34.52,0,73.25,46.82,Normal agricultural operation
EVT_13281,2026-02-09 19:12,irrigation_controller,FARMER_079,config_change,irrigation_config,success,1,177.87.69.253,32.8961,87.42765,4.5,32.92943,87.40036,PC,windows,46.0,41.88,82.81,69.87,1831.65,3.82,0,62.05,44.49,Normal agricultural operation
EVT_13282,2026-01-16 17:10,soil_sensor,FARMER_010,read,sensor_data,success,0,215.12.229.156,14.19923,84.55597,1.59,14.21287,84.56025,phone,ios,24.72,38.11,71.2,91.87,956.67,8.69,0,59.16,44.45,Normal agricultural operation
EVT_13283,2026-02-09 20:12,soil_sensor,FARMER_091,read,sensor_data,success,1,42.118.81.5,33.78587,85.9433,4.0,33.81833,85.96206,laptop,linux,42.42,21.87,72.11,80.17,1142.33,9.17,0,42.02,40.51,Normal agricultural operation
EVT_13284,2026-01-14 04:29,soil_sensor,FARMER_044,read,sensor_data,success,1,160.60.199.131,26.54862,74.50766,3.49,26.54338,74.47311,laptop,windows,41.41,14.35,67.14,80.38,1489.85,16.28,0,67.94,59.21,Normal agricultural operation
EVT_13285,2026-01-23 02:43,irrigation_controller,FARMER_103,update,irrigation_config,success,0,190.17.122.249,15.78178,85.68278,4.79,15.74236,85.6648,phone,ios,47.24,19.7,62.9,100.0,385.3,10.24,0,52.49,35.53,Normal agricultural operation
EVT_13286,2026-01-26 20:23,gateway,FARMER_001,transmit,sensor_data,success,0,106.58.230.30,10.65901,86.19623,2.52,10.63637,86.19594,phone,android,30.77,25.47,67.77,76.9,976.06,39.09,0,82.07,41.93,Normal agricultural operation
EVT_13287,2026-01-12 19:14,gateway,FARMER_033,config_change,device_config,success,1,54.151.180.232,9.70607,92.71541,5.57,9.65779,92.72888,laptop,linux,26.59,28.84,60.14,87.05,1814.85,13.56,0,71.13,60.68,Overall behavioral deviation
EVT_13288,2026-01-10 13:59,irrigation_controller,FARMER_094,config_change,irrigation_config,success,1,191.105.116.167,20.42206,93.64757,4.45,20.40292,93.61009,PC,windows,18.96,31.25,64.89,100.0,1059.06,22.98,0,58.93,17.59,Normal agricultural operation
EVT_13289,2026-01-03 03:06,gateway,FARMER_113,config_change,device_config,success,1,111.58.178.166,30.94739,79.06305,2.57,30.9703,79.06696,laptop,windows,21.09,24.11,65.68,98.17,1109.3,36.6,0,68.4,25.1,Normal agricultural operation
EVT_13290,2026-01-19 18:17,gateway,FARMER_110,config_change,device_config,failure,13,214.172.128.104,32.50432,79.86655,311.44,12.56555,73.38892,laptop,linux,42.49,26.21,74.06,68.14,13730.48,25.45,1,96.02,79.42,Unusual geographic access; Multiple failed login attempts; Abnormal irrigation behavior; Unauthorized configuration change
EVT_13291,2026-02-02 05:04,irrigation_controller,FARMER_083,update,irrigation_config,success,0,5.8.220.18,20.14077,95.09939,2.0,20.15752,95.10648,phone,android,45.52,43.79,40.05,82.86,1270.71,28.78,0,77.17,20.59,Normal agricultural operation
EVT_13292,2026-01-01 18:25,weather_station,FARMER_107,read,sensor_data,success,0,22.0.48.207,33.84772,85.92244,4.91,33.81833,85.96206,laptop,windows,35.22,27.65,50.95,85.07,998.08,3.48,0,100.0,50.29,Normal agricultural operation
EVT_13293,2026-01-18 02:51,soil_sensor,FARMER_043,read,sensor_data,success,1,11.60.144.195,22.06177,69.74963,5.62,22.08359,69.70043,phone,ios,39.37,38.3,62.76,56.46,945.62,14.96,0,67.9,4.37,Normal agricultural operation
EVT_13294,2026-01-14 07:29,soil_sensor,FARMER_096,read,sensor_data,success,1,164.188.59.26,15.27658,92.99638,4.03,15.24439,92.97912,PC,linux,39.38,17.6,56.24,97.08,2848.0,12.1,0,86.07,30.17,Normal agricultural operation
EVT_13295,2026-02-13 04:19,gateway,FARMER_013,config_change,device_config,failure,13,208.189.167.62,20.60004,71.54919,202.64,14.21287,84.56025,PC,linux,28.05,19.52,63.86,90.14,6839.88,20.04,1,85.53,91.34,Unusual geographic access; Multiple failed login attempts; Abnormal irrigation behavior; Unauthorized configuration change
EVT_13296,2026-02-05 00:56,gateway,FARMER_012,login,auth_session,success,1,216.65.176.16,27.53949,69.02092,613.1,33.54506,72.57466,PC,linux,95.0,5.0,18.0,43.0,11760.72,71.59,0,9.15,70.16,Unusual geographic access; Sensor spoofing or instability; Abnormal irrigation behavior
EVT_13297,2026-01-13 22:56,weather_station,FARMER_074,read,sensor_data,success,1,220.162.96.138,19.60251,82.73746,4.63,19.58261,82.77626,PC,linux,32.63,30.89,72.99,95.02,765.54,21.93,0,86.53,0.0,Normal agricultural operation
EVT_13298,2026-01-11 14:17,gateway,FARMER_074,config_change,device_config,success,1,150.6.233.168,32.4015,68.9335,4.59,32.44271,68.93091,laptop,linux,39.88,14.48,78.91,70.51,1537.93,15.8,0,78.52,25.02,Normal agricultural operation
EVT_13299,2026-01-24 18:37,gateway,FARMER_103,login,auth_session,success,1,62.145.173.78,36.1116,89.74075,4.92,36.09257,89.69129,phone,android,42.42,27.47,70.86,32.75,3031.46,12.66,0,44.63,29.11,Normal agricultural operation
EVT_13300,2026-01-11 05:19,irrigation_controller,FARMER_103,update,irrigation_config,success,0,66.34.1.207,36.10674,89.67692,2.04,36.09257,89.69129,phone,android,46.09,31.25,48.7,100.0,1335.79,24.64,0,62.13,51.62,Normal agricultural operation
EVT_13301,2026-02-09 00:00,soil_sensor,FARMER_033,read,sensor_data,success,1,193.94.194.151,20.29941,81.91174,394.18,21.15799,75.63828,laptop,windows,95.0,65.0,18.0,24.95,5638.63,76.18,0,33.23,69.06,Unusual geographic access; Sensor spoofing or instability; Abnormal irrigation behavior
EVT_13302,2026-01-28 19:23,gateway,FARMER_062,login,auth_session,success,0,122.91.143.52,34.54633,75.15262,2.72,34.52188,75.1522,PC,linux,28.72,32.59,70.3,88.03,966.15,5.79,0,98.23,39.76,Normal agricultural operation
EVT_13303,2026-02-04 09:25,gateway,FARMER_096,login,auth_session,success,0,22.233.251.234,15.25469,92.98523,1.32,15.24439,92.97912,phone,ios,30.78,22.07,63.42,91.31,2035.52,10.81,0,60.73,25.0,Normal agricultural operation
EVT_13304,2026-01-13 10:06,gateway,FARMER_060,config_change,device_config,success,0,78.231.212.59,17.11131,95.38629,6.05,17.14814,95.34438,PC,linux,39.56,32.32,70.14,84.09,430.25,10.25,0,82.13,47.79,Normal agricultural operation
EVT_13305,2026-01-25 12:10,gateway,FARMER_065,transmit,sensor_data,success,0,30.39.175.180,21.18497,96.90125,3.7,21.19524,96.86726,PC,linux,62.16,29.2,59.75,76.03,1405.24,11.1,0,64.96,35.21,Normal agricultural operation
EVT_13306,2026-02-07 06:41,irrigation_controller,FARMER_005,config_change,irrigation_config,success,1,199.150.213.204,14.41335,68.20128,2.67,14.39278,68.18846,PC,windows,38.78,24.24,40.41,82.76,2469.32,17.3,0,98.7,35.45,Normal agricultural operation
EVT_13307,2026-02-02 19:39,soil_sensor,FARMER_018,read,sensor_data,success,0,56.241.179.158,33.57768,72.58987,3.89,33.54506,72.57466,laptop,windows,31.95,18.08,52.41,56.87,1522.14,23.45,0,71.09,20.57,Normal agricultural operation
EVT_13308,2026-01-03 00:43,gateway,FARMER_120,login,auth_session,success,1,75.135.112.215,12.54147,73.4155,3.94,12.56555,73.38892,laptop,windows,48.7,20.04,64.78,80.25,1547.19,4.19,0,100.0,23.12,Normal agricultural operation
EVT_13309,2026-01-13 19:28,soil_sensor,FARMER_081,read,sensor_data,success,1,102.242.20.183,21.69212,73.53342,2.08,21.70746,73.52189,PC,windows,38.8,37.97,53.42,56.89,1127.77,24.24,0,81.63,25.1,Normal agricultural operation
EVT_13310,2026-01-13 22:38,gateway,FARMER_068,login,auth_session,success,0,12.211.1.246,26.53457,74.4791,1.15,26.54338,74.47311,PC,windows,33.53,28.74,52.47,61.07,1592.02,22.56,0,68.37,35.56,Normal agricultural operation
EVT_13311,2026-01-29 08:02,gateway,FARMER_066,transmit,sensor_data,success,0,101.4.234.247,21.15379,96.83851,5.49,21.19524,96.86726,phone,ios,50.83,29.49,44.92,84.9,2047.87,28.17,0,40.89,35.93,Normal agricultural operation
EVT_13312,2026-02-01 20:20,gateway,FARMER_060,config_change,device_config,success,1,147.212.165.5,17.14551,95.35402,1.07,17.14814,95.34438,phone,android,51.01,41.24,55.94,71.44,664.54,18.42,0,68.96,53.53,Normal agricultural operation
EVT_13313,2026-01-14 13:22,irrigation_controller,FARMER_096,update,irrigation_config,success,1,185.137.105.166,36.12372,72.80989,2.8,36.10089,72.82302,phone,android,33.79,34.82,67.74,78.2,2409.0,6.41,0,88.86,39.62,Normal agricultural operation
EVT_13314,2026-01-07 08:20,soil_sensor,FARMER_102,read,sensor_data,success,0,186.67.113.102,21.16129,96.85763,3.9,21.19524,96.86726,PC,linux,51.19,39.34,67.74,81.81,2029.37,9.68,0,100.0,2.51,Normal agricultural operation
EVT_13315,2026-02-10 19:01,soil_sensor,FARMER_004,read,sensor_data,success,1,143.71.176.167,15.7808,85.66948,4.3,15.74236,85.6648,PC,windows,20.63,46.0,51.28,71.14,2150.42,17.02,0,85.18,38.15,Normal agricultural operation
EVT_13316,2026-02-09 04:59,soil_sensor,FARMER_071,read,sensor_data,success,0,85.18.79.3,10.03415,71.67786,5.82,10.00716,71.72335,laptop,linux,50.64,36.41,79.15,71.43,941.33,10.62,0,72.66,17.6,Normal agricultural operation
EVT_13317,2026-01-29 10:38,irrigation_controller,FARMER_032,config_change,irrigation_config,success,1,48.189.95.45,33.80373,86.0077,4.52,33.81833,85.96206,phone,android,21.59,24.75,46.91,78.33,2098.95,0.0,0,68.79,23.41,Normal agricultural operation
EVT_13318,2026-01-16 12:54,soil_sensor,FARMER_060,read,sensor_data,success,0,132.206.127.248,17.14207,95.33132,1.54,17.14814,95.34438,laptop,linux,55.92,45.06,45.13,98.81,1020.48,19.28,0,81.12,25.25,Normal agricultural operation
EVT_13319,2026-01-25 17:46,weather_station,FARMER_066,read,sensor_data,success,1,37.199.28.104,21.20242,96.88898,2.39,21.19524,96.86726,PC,windows,24.32,28.97,44.24,92.81,1467.76,9.87,0,60.35,27.04,Normal agricultural operation
EVT_13320,2026-02-13 06:53,irrigation_controller,FARMER_115,config_change,irrigation_config,success,1,9.231.19.254,21.74854,73.47718,6.5,21.70746,73.52189,laptop,linux,31.92,29.67,60.14,93.51,1186.06,3.0,0,84.31,18.5,Normal agricultural operation
EVT_13321,2026-01-11 06:52,gateway,FARMER_017,transmit,sensor_data,success,0,105.154.232.50,10.06133,94.26189,0.59,10.0588,94.25718,laptop,linux,28.78,32.12,52.03,85.7,3073.03,25.23,0,90.58,37.44,Normal agricultural operation
EVT_13322,2026-01-27 11:14,weather_station,FARMER_013,read,sensor_data,success,1,17.137.51.19,26.28151,75.95157,794.33,27.23827,71.34743,laptop,windows,35.7,46.01,52.71,95.8,250.83,8.78,0,82.15,88.45,Unusual geographic access
EVT_13323,2026-01-05 13:09,gateway,FARMER_097,config_change,device_config,success,0,126.180.69.4,34.2299,84.93644,4.39,34.21393,84.89278,phone,ios,45.95,12.51,82.61,96.06,675.75,8.22,0,78.96,18.07,Normal agricultural operation
EVT_13324,2026-01-05 02:41,irrigation_controller,FARMER_047,update,irrigation_config,success,1,200.158.62.66,32.14905,96.67136,5.11,32.1786,96.62976,PC,linux,47.73,20.78,71.42,66.99,12789.46,15.45,0,57.06,83.09,Abnormal irrigation behavior
EVT_13325,2026-01-10 05:46,soil_sensor,FARMER_048,read,sensor_data,success,1,189.194.30.164,36.67728,87.85666,2.12,36.69618,87.85381,laptop,linux,15.83,27.88,43.69,84.28,1599.8,6.52,0,65.69,39.28,Normal agricultural operation
EVT_13326,2026-02-10 04:20,irrigation_controller,FARMER_058,update,irrigation_config,success,1,22.252.145.55,10.03448,71.77188,6.12,10.00716,71.72335,PC,windows,59.6,18.83,98.07,100.0,2295.06,9.29,0,89.84,61.84,Normal agricultural operation
EVT_13327,2026-01-26 18:42,irrigation_controller,FARMER_027,config_change,irrigation_config,success,0,185.44.35.190,36.90221,92.93269,3.12,36.88752,92.96261,phone,ios,7.21,39.54,55.28,79.88,1117.53,18.88,0,68.68,19.05,Normal agricultural operation
EVT_13328,2026-01-11 18:46,irrigation_controller,FARMER_080,config_change,irrigation_config,success,0,190.222.44.180,25.28336,71.50574,4.21,25.25602,71.47671,PC,linux,25.73,30.32,73.48,86.39,834.31,0.23,0,95.52,31.59,Normal agricultural operation
EVT_13329,2026-02-04 05:57,gateway,FARMER_083,config_change,device_config,failure,5,161.18.114.225,8.02648,74.23279,914.02,20.15752,95.10648,laptop,windows,95.0,65.0,18.0,36.8,10682.69,53.17,0,17.69,84.2,Unusual geographic access; Multiple failed login attempts; Sensor spoofing or instability; Abnormal irrigation behavior
EVT_13330,2026-01-18 20:08,gateway,FARMER_063,config_change,device_config,success,0,157.200.43.16,21.24425,96.85479,5.6,21.19524,96.86726,laptop,windows,95.0,5.0,18.0,20.82,1066.69,57.45,1,30.33,77.88,Sensor spoofing or instability; Unauthorized configuration change
EVT_13331,2026-02-01 11:15,weather_station,FARMER_052,read,sensor_data,success,0,86.158.155.31,28.80027,75.65534,1.17,28.81075,75.65553,phone,android,63.25,12.58,37.95,96.04,1640.25,23.5,0,79.03,4.72,Normal agricultural operation
EVT_13332,2026-02-09 17:32,gateway,FARMER_001,transmit,sensor_data,success,1,48.70.191.150,10.669,86.15655,5.63,10.63637,86.19594,phone,ios,21.44,37.11,39.34,81.63,1768.95,25.87,0,80.48,31.39,Normal agricultural operation
EVT_13333,2026-02-09 22:24,irrigation_controller,FARMER_120,config_change,irrigation_config,success,0,45.212.247.116,20.19014,82.69663,6.66,20.23573,82.6553,laptop,windows,38.45,33.17,68.98,63.66,212.69,9.57,0,69.24,42.71,Normal agricultural operation
EVT_13334,2026-02-06 09:39,irrigation_controller,FARMER_043,config_change,irrigation_config,success,1,26.23.94.170,22.0797,69.68588,1.56,22.08359,69.70043,PC,linux,51.25,10.56,66.17,100.0,628.77,14.1,0,82.82,43.65,Normal agricultural operation
EVT_13335,2026-01-12 13:02,gateway,FARMER_035,transmit,sensor_data,success,0,220.117.237.192,33.50396,72.60815,5.52,33.54506,72.57466,PC,linux,27.18,29.44,92.34,95.04,1195.1,18.79,0,41.45,35.93,Normal agricultural operation
EVT_13336,2026-02-05 16:37,weather_station,FARMER_075,read,sensor_data,success,1,179.214.26.95,27.19677,71.37143,5.19,27.23827,71.34743,phone,android,57.22,18.36,52.12,100.0,1478.77,25.17,0,75.43,45.67,Normal agricultural operation
